data,tor,dystans,kat.,jeździec,waga,trener,mc,wygrana
 02.09.2017,Praga,1400 m,, dż. A. Fresu,59,M. Kacprzyk,0 / 16,10 445 zł*
 02.09.2017,Praga,1400 m,, dż. A. Fresu,59,M. Kacprzyk,6 / 16,10 445 zł*
 29.07.2017,Warszawa,1400 m,L A, dż. V. Janaček,60,M. Kacprzyk,1 / 7,30 000 zł
 02.07.2017,Warszawa,1600 m,L A, dż. T. Lukašek,60,M. Kacprzyk,4 / 9,3 000 zł
 13.05.2017,Warszawa,1300 m,B, dż. R. Sousa Ferreira,63,M. Kacprzyk,1 / 6,21 000 zł
 23.10.2016,Warszawa,1300 m,L A, dż. P. Krowicki,62,A. Walicki,8 / 8,0 zł
 02.10.2016,Warszawa,1600 m,L A, dż. P. Krowicki,60,A. Walicki,1 / 7,30 000 zł
 10.09.2016,Warszawa,1600 m,B, dż. P. Krowicki,56,A. Walicki,2 / 10,8 400 zł
 14.08.2016,Warszawa,1300 m,II, dż. P. Krowicki,63,A. Walicki,1 / 7,9 000 zł
 23.07.2016,Warszawa,1400 m,A, dż. V. Janaček,60,A. Walicki,3 / 7,6 000 zł
 03.07.2016,Warszawa,1600 m,L A, dż. P. A. Graberg ,60,A. Walicki,2 / 10,9 000 zł
 12.06.2016,Warszawa,1400 m,B, dż. A. Reznikov,60,A. Walicki,2 / 9,8 400 zł
 14.05.2016,Warszawa,1300 m,B, dż. A. Reznikov,60,A. Walicki,7 / 7,0 zł
 25.10.2015,Warszawa,1300 m,L A, dż. A. Reznikov,62,A. Walicki,0 / 8,0 zł
 27.09.2015,Warszawa,1600 m,L A, dż. R. Mullen ,60,A. Walicki,3 / 7,6 400 zł
 26.07.2015,Warszawa,1400 m,L A, dż. A. Nicholls ,60,A. Walicki,3 / 6,6 400 zł
 05.07.2015,Warszawa,1600 m,L A, dż. V. Janaček,60,A. Walicki,4 / 9,3 200 zł
 06.06.2015,Warszawa,1400 m,, dż. T. O'Shea,63,A. Walicki,1 / 8,21 000 zł
 16.05.2015,Warszawa,1300 m,B, dż. F. Lefebvre,63,A. Walicki,2 / 6,8 400 zł
 02.11.2014,Warszawa,1300 m,L A, dż. T. Lukašek,62,A. Walicki,1 / 7,27 000 zł
 05.10.2014,Warszawa,1600 m,L A, dż. T. Lukašek,60,A. Walicki,1 / 8,27 000 zł
 03.08.2014,Warszawa,1400 m,L A, dż. V. Janaček,60,A. Walicki,4 / 7,2 700 zł
 06.07.2014,Warszawa,1600 m,L A, dż. A. Turgaev,60,A. Walicki,4 / 10,2 700 zł
 25.05.2014,Warszawa,1400 m,B, dż. A. Turgaev,63,A. Walicki,1 / 5,19 500 zł
 04.05.2014,Warszawa,1300 m,B, dż. A. Turgaev,63,A. Walicki,2 / 5,7 800 zł
 03.11.2013,Warszawa,1300 m,LR A, dż. P. Krowicki,61,A. Walicki,2 / 8,13 600 zł
 29.09.2013,Warszawa,1600 m,LR A, dż. A. Reznikov,57,A. Walicki,2 / 10,13 600 zł
 27.07.2013,Warszawa,2000 m,LR A, dż. A. Reznikov,54,A. Walicki,2 / 6,18 000 zł
 30.06.2013,Ebreichsdorf,2200 m,, dż. A. Reznikov,58,A. Walicki,6 / 13,0 zł*
 16.06.2013,Warszawa,2200 m,LR A, dż. A. Reznikov,59,A. Walicki,2 / 9,18 000 zł
 19.05.2013,Warszawa,1600 m,LR A, dż. A. Reznikov,59,A. Walicki,1 / 7,45 000 zł
 28.04.2013,Warszawa,1600 m,B, dż. A. Reznikov,55,A. Walicki,1 / 5,31 000 zł
 21.10.2012,Warszawa,1600 m,LR A, dż. W. Szymczuk,57,A. Walicki,3 / 9,5 000 zł
 29.09.2012,Warszawa,1400 m,LR A, dż. G. Hind,57,A. Walicki,4 / 10,2 500 zł
 01.09.2012,Warszawa,1400 m,II, dż. W. Szymczuk,57,A. Walicki,1 / 7,6 000 zł
 18.10.2020,Wrocław,5500 m,steeple, k. dż. P. Tuma,69,P. Poles,9 / 12,0 zł
 13.09.2020,Wrocław,5000 m,steeple, dż. M. Stromsky,69,P. Poles,5 / 10,12 000 zł
 02.06.2019,Wrocław,5500 m,steeple, dż. M. Stromsky,69,P. Poles,3 / 8,20 000 zł
 02.09.2018,Wrocław,5000 m,steeple, k. dż. S. Ferhanov,69,P. Poles,2 / 8,40 000 zł
 10.06.2018,Wrocław,5500 m,steeple, pr. dż. S. Ferhanov,69,P. Poles,2 / 11,32 000 zł
 10.09.2017,Wrocław,5000 m,steeple, st. u. P. Složil ml.,69,P. Poles,2 / 8,40 000 zł
 11.06.2017,Wrocław,5500 m,steeple, st. u. P. Složil ml.,69,P. Poles,3 / 11,20 000 zł
 04.09.2016,Wrocław,5000 m,steeple, pr. dż. J. Spáčil ,69,Č. Olehla,3 / 10,20 000 zł
 19.06.2016,Wrocław,5500 m,steeple, dż. J. Myška,69,Č. Olehla,4 / 8,16 000 zł
 27.10.2013,Wrocław,4500 m,steeple, u. F. Kovačik,69,Č. Olehla,1 / 4,9 000 zł
 08.09.2013,Wrocław,5000 m,steeple, k. dż. F. Kovačik,69,Č. Olehla,3 / 9,20 000 zł
 12.05.2013,Wrocław,3600 m,steeple, dż. J. Myška,70,Č. Olehla,D / 7,0 zł
 23.10.2021,Warszawa,1300 m,L A, dż. W. Szymczuk,62,W. Szymczuk,1 / 9,30 000 zł
 26.09.2021,Warszawa,1600 m,L A, dż. W. Szymczuk,60,W. Szymczuk,4 / 8,3 000 zł
 04.09.2021,Warszawa,2000 m,L A, dż. W. Szymczuk,60,W. Szymczuk,6 / 8,0 zł
 15.08.2021,Warszawa,1300 m,B, dż. S. Mura,60,W. Szymczuk,5 / 9,1 000 zł
 25.07.2021,Warszawa,1400 m,L A, dż. S. Mura,60,W. Szymczuk,3 / 5,6 000 zł
 04.07.2021,Warszawa,1600 m,L A, dż. S. Mura,60,W. Szymczuk,10 / 11,0 zł
 05.06.2021,Warszawa,1400 m,B, dż. S. Mura,60,W. Szymczuk,1 / 9,20 000 zł
 15.05.2021,Warszawa,1300 m,B, dż. S. Mura,63,W. Szymczuk,4 / 9,2 000 zł
 31.10.2020,Warszawa,1300 m,L A, dż. S. Mura,62,W. Szymczuk,3 / 8,6 000 zł
 11.10.2020,Warszawa,1600 m,L A, dż. S. Mura,60,W. Szymczuk,3 / 6,6 000 zł
 29.08.2020,Warszawa,1300 m,B, dż. S. Mura,60,W. Szymczuk,2 / 5,8 000 zł
 09.08.2020,Warszawa,1400 m,L A, dż. S. Mura,60,W. Szymczuk,1 / 5,30 000 zł
 19.07.2020,Warszawa,1600 m,L A, dż. S. Mura,60,W. Szymczuk,3 / 10,6 000 zł
 20.06.2020,Warszawa,1400 m,B, dż. S. Mura,63,W. Szymczuk,1 / 9,20 000 zł
 30.05.2020,Warszawa,1300 m,B, dż. W. Szymczuk,63,W. Szymczuk,2 / 7,8 000 zł
 26.10.2019,Warszawa,1300 m,L A, dż. W. Szymczuk,62,W. Szymczuk,4 / 12,3 000 zł
 29.09.2019,Warszawa,1600 m,L A, dż. W. Szymczuk,60,W. Szymczuk,2 / 11,12 000 zł
 18.08.2019,Warszawa,1300 m,B, k. dż. K. Kamińska,60,W. Szymczuk,6 / 7,0 zł
 28.07.2019,Warszawa,1400 m,L A, dż. W. Szymczuk,60,W. Szymczuk,1 / 9,30 000 zł
 07.07.2019,Warszawa,1600 m,L A, dż. W. Szymczuk,60,W. Szymczuk,2 / 9,12 000 zł
 09.06.2019,Warszawa,1400 m,B, k. dż. K. Kamińska,63,W. Szymczuk,2 / 13,8 000 zł
 18.05.2019,Warszawa,1300 m,B, k. dż. K. Kamińska,63,W. Szymczuk,9 / 12,0 zł
 28.10.2018,Warszawa,1300 m,L A, k. dż. K. Kamińska,62,W. Szymczuk,4 / 7,3 000 zł
 30.09.2018,Warszawa,1600 m,L A, dż. W. Szymczuk,60,W. Szymczuk,0 / 8,0 zł
 08.09.2018,Warszawa,1600 m,B, dż. W. Szymczuk,62,W. Szymczuk,2 / 11,8 000 zł
 18.08.2018,Warszawa,1300 m,B, k. dż. K. Kamińska,60,W. Szymczuk,1 / 6,20 000 zł
 28.07.2018,Warszawa,1400 m,L A, k. dż. K. Kamińska,60,W. Szymczuk,2 / 6,12 000 zł
 01.07.2018,Warszawa,1600 m,L A, k. dż. K. Kamińska,60,W. Szymczuk,6 / 10,0 zł
 09.06.2018,Warszawa,1400 m,B, pr. dż. K. Kamińska,60,W. Szymczuk,1 / 9,20 000 zł
 12.05.2018,Warszawa,1300 m,B, pr. dż. K. Kamińska,60,W. Szymczuk,4 / 8,2 000 zł
 19.11.2017,Warszawa,2400 m,I, pr. dż. K. Kamińska,60,K. Ziemiański,4 / 9,1 060 zł
 28.10.2017,Warszawa,3200 m,B, pr. dż. K. Kamińska,56,K. Ziemiański,2 / 11,9 200 zł
 24.09.2017,Warszawa,1600 m,L A, pr. dż. K. Kamińska,57,K. Ziemiański,2 / 11,12 000 zł
 02.09.2017,Warszawa,1600 m,B, pr. dż. K. Kamińska,53,K. Ziemiański,1 / 8,21 000 zł
 30.07.2017,Warszawa,1600 m,II, pr. dż. K. Kamińska,50,K. Ziemiański,1 / 6,9 000 zł
 02.07.2017,Warszawa,2400 m,G1, pr. dż. K. Kamińska,59,K. Ziemiański,6 / 17,0 zł
 28.05.2017,Warszawa,2200 m,I, pr. dż. K. Kamińska,54,K. Ziemiański,2 / 10,4 240 zł
 23.04.2017,Warszawa,1600 m,I, pr. dż. K. Kamińska,53,K. Ziemiański,3 / 7,2 120 zł
 06.11.2016,Warszawa,1200 m,II, pr. dż. K. Kamińska,58,K. Ziemiański,1 / 11,9 000 zł
 09.10.2016,Warszawa,1200 m,II, dż. W. Szymczuk,57,K. Ziemiański,5 / 10,450 zł
 02.06.2019,Wrocław,3400 m,płoty, dż. N. Lovén,67,R. Świątek,2 / 9,4 000 zł
 05.05.2019,Wrocław,3200 m,płoty, dż. N. Lovén,68,R. Świątek,3 / 7,2 400 zł
 21.10.2018,Wrocław,3800 m,płoty, u. P. Boekhout,64,R. Świątek,1 / 7,10 000 zł
 30.09.2018,Merano,3000 m,, st. u. M. Miksovsky,67½,R. Świątek,0 / 8,6 783 zł*
 25.08.2018,Warszawa,2200 m,L A, k. dż. K. Grzybowski,60,R. Świątek,6 / 12,0 zł
 10.06.2018,Warszawa,2400 m,B, dż. J. Verner,58,R. Świątek,5 / 5,1 000 zł
 15.10.2017,Wrocław,2400 m,L A, dż. N. Hendzel,57,R. Świątek,2 / 8,16 000 zł
 10.09.2017,Warszawa,2400 m,B, dż. A. Kabardov,53,R. Świątek,1 / 6,21 000 zł
 30.07.2017,Warszawa,2400 m,L A, dż. J. Šafař,59,R. Świątek,4 / 11,6 900 zł
 11.06.2017,Wrocław,2600 m,III, dż. C. Timmons,63,R. Świątek,1 / 7,8 000 zł
 21.05.2017,Wrocław,2200 m,III, k. dż. K. Grzybowski,58,R. Świątek,3 / 6,1 830 zł
 30.04.2017,Wrocław,1907 m,III, k. dż. K. Maryniak ,56,R. Świątek,4 / 7,1 220 zł
 26.03.2017,Düsseldorf,1700 m,, dż. B. Murzabayev,58,R. Świątek,6 / 8,0 zł*
 23.10.2016,Wrocław,1400 m,II, k. dż. K. Maryniak ,56,R. Świątek,2 / 13,3 500 zł
 09.10.2016,Wrocław,1200 m,II, k. dż. K. Maryniak ,56,R. Świątek,4 / 10,2 100 zł
 31.07.2016,Wrocław,1000 m,II, k. dż. K. Maryniak ,55,R. Świątek,2 / 9,3 500 zł
 22.11.2020,Warszawa,2000 m,I, st. u. E. Turganaaly Uulu,58,E. Zahariev,7 / 9,0 zł
 31.10.2020,Warszawa,3200 m,B, dż. S. Mura,57,E. Zahariev,2 / 7,9 200 zł
 04.10.2020,Warszawa,2400 m,B, pr. dż. J. Grzybowska,57,E. Zahariev,2 / 7,8 000 zł
 12.09.2020,Warszawa,2200 m,L A, dż. A. Reznikov,60,E. Zahariev,3 / 5,6 000 zł
 23.08.2020,Warszawa,1800 m,B, pr. dż. J. Grzybowska,56,E. Zahariev,3 / 5,4 000 zł
 08.08.2020,Warszawa,2000 m,I, pr. dż. J. Grzybowska,58,E. Zahariev,2 / 10,4 240 zł
 19.07.2020,Warszawa,2600 m,L A, dż. J. Verner,60,E. Zahariev,4 / 13,5 400 zł
 21.06.2020,Warszawa,2400 m,B, dż. M. Abik ,60,E. Zahariev,4 / 9,2 000 zł
 31.05.2020,Warszawa,2000 m,B, pr. dż. A. Kardanov,60,E. Zahariev,6 / 7,0 zł
 29.09.2019,Warszawa,2600 m,G1 A, dż. T. Lukašek,60,E. Zahariev,6 / 11,0 zł
 01.09.2019,Warszawa,2800 m,L A, dż. T. Lukašek,60,E. Zahariev,2 / 8,21 600 zł
 03.08.2019,Warszawa,2000 m,L A, dż. W. Szymczuk,60,E. Zahariev,5 / 5,1 650 zł
 07.07.2019,Warszawa,2600 m,L A, dż. T. Lukašek,60,E. Zahariev,3 / 11,10 800 zł
 19.05.2019,Warszawa,2000 m,B, dż. T. Lukašek,61,E. Zahariev,1 / 8,20 000 zł
 20.10.2018,Warszawa,3200 m,, dż. A. Reznikov,58,E. Zahariev,1 / 7,23 000 zł
 30.09.2018,Warszawa,2600 m,G1 A, dż. T. Lukašek,58,E. Zahariev,4 / 7,12 600 zł
 26.08.2018,Warszawa,2800 m,L A, dż. T. Lukašek,58,E. Zahariev,2 / 8,21 600 zł
 11.08.2018,Hoppegarten,2400 m,, dż. T. Lukasek,59,E. Zahariev,0 / 8,0 zł*
 01.07.2018,Warszawa,2600 m,L A, dż. A. Reznikov,58,E. Zahariev,2 / 9,21 600 zł
 10.06.2018,Warszawa,2400 m,B, dż. A. Reznikov,59,E. Zahariev,3 / 5,4 000 zł
 13.05.2018,Warszawa,2000 m,B, dż. A. Reznikov,59,E. Zahariev,3 / 7,4 000 zł
 22.11.2017,Drezno,2200 m,, dż. S. Mazur,55½,E. Zahariev,0 / 12,0 zł*
 15.10.2017,Wrocław,2400 m,L A, dż. E. Zahariev,60,E. Zahariev,1 / 8,40 000 zł
 24.09.2017,Warszawa,2600 m,G1 A, dż. E. Zahariev,58,E. Zahariev,5 / 5,6 300 zł
 02.07.2017,Warszawa,2600 m,L A, dż. D. Perović,58,E. Zahariev,4 / 7,5 400 zł
 11.06.2017,Warszawa,2400 m,B, dż. E. Zahariev,59,E. Zahariev,4 / 6,2 100 zł
 16.10.2016,Wrocław,2400 m,L A, dż. E. Zahariev,60,E. Zahariev,1 / 7,50 000 zł
 02.10.2016,Warszawa,2600 m,G1 A, dż. E. Zahariev,58,E. Zahariev,3 / 6,25 200 zł
 28.08.2016,Warszawa,2200 m,L A, dż. E. Zahariev,60,E. Zahariev,3 / 6,6 000 zł
 03.07.2016,Warszawa,2600 m,L A, dż. P. Krowicki,58,M. Nowakowski,5 / 7,2 700 zł
 29.05.2016,Warszawa,1800 m,II, st. u. M. Szabla,53,M. Nowakowski,1 / 8,9 000 zł
 24.04.2016,Warszawa,1800 m,III, st. u. M. Szabla,55,M. Nowakowski,2 / 7,2 800 zł
 07.11.2015,Warszawa,1800 m,III, dż. W. Szymczuk,58,M. Nowakowski,1 / 7,7 000 zł
 10.10.2015,Warszawa,2200 m,IV, dż. W. Szymczuk,58,M. Nowakowski,1 / 6,6 000 zł
 20.09.2015,Warszawa,1600 m,IV, dż. P. Piątkowski,58,M. Nowakowski,1 / 10,6 000 zł
 29.08.2015,Warszawa,2200 m,IV, dż. P. Piątkowski,58,M. Nowakowski,3 / 7,1 200 zł
 12.05.2018,Warszawa,1300 m,B, dż. V. Popov,60,M. Jodłowski,8 / 8,0 zł
 22.04.2018,Warszawa,1800 m,I, u. M. Nikonorow,62½,M. Jodłowski,6 / 7,0 zł
 15.10.2017,Warszawa,1300 m,L A, dż. D. Petryakov,62,M. Jodłowski,6 / 6,0 zł
 02.09.2017,Warszawa,1600 m,B, dż. S. Mazur,60,M. Jodłowski,8 / 8,0 zł
 19.08.2017,Warszawa,1300 m,B, dż. S. Mazur,60,M. Jodłowski,2 / 6,8 400 zł
 29.07.2017,Warszawa,1400 m,L A, dż. S. Mazur,60,M. Jodłowski,7 / 7,0 zł
 02.07.2017,Warszawa,1600 m,L A, dż. S. Mazur,60,M. Jodłowski,2 / 9,12 000 zł
 10.06.2017,Warszawa,1400 m,B, dż. S. Mazur,56,M. Jodłowski,1 / 9,21 000 zł
 21.05.2017,Warszawa,1600 m,III, dż. S. Mazur,62,M. Jodłowski,1 / 7,7 000 zł
 23.04.2017,Warszawa,1800 m,I, pr. dż. D. Pantchev,61,M. Jodłowski,2 / 7,4 240 zł
 27.11.2016,Warszawa,1600 m,I, pr. dż. D. Pantchev,56,M. Jodłowski,4 / 13,1 060 zł
 01.10.2016,Warszawa,1300 m,III, dż. S. Mazur,60,M. Jodłowski,1 / 10,7 000 zł
 03.09.2016,Warszawa,1600 m,II, dż. S. Mazur,56,M. Jodłowski,2 / 7,3 600 zł
 14.08.2016,Warszawa,1600 m,IV, dż. S. Mazur,62,M. Jodłowski,1 / 9,6 000 zł
 24.07.2016,Warszawa,1600 m,IV, dż. S. Mazur,62,M. Jodłowski,2 / 9,2 400 zł
 25.06.2016,Warszawa,1600 m,III, dż. S. Mazur,62,M. Jodłowski,2 / 5,2 800 zł
 21.05.2016,Warszawa,1600 m,III, dż. S. Mazur,62,M. Jodłowski,2 / 7,2 800 zł
 17.04.2016,Warszawa,1800 m,I, dż. S. Mazur,61,M. Jodłowski,5 / 7,530 zł
 14.11.2015,Warszawa,2000 m,III, dż. V. Popov,60,M. Jodłowski,1 / 10,7 000 zł
 25.10.2015,Warszawa,1800 m,IV, dż. V. Popov,62,M. Jodłowski,1 / 12,6 000 zł
 26.09.2015,Warszawa,2000 m,IV, dż. T. Lukašek,61,M. Jodłowski,2 / 7,2 400 zł
 22.08.2015,Warszawa,2000 m,IV, dż. S. Mazur,60,M. Jodłowski,1 / 8,6 000 zł
 26.07.2015,Warszawa,2000 m,III, dż. S. Mazur,57,M. Jodłowski,3 / 8,1 400 zł
 04.07.2015,Warszawa,1800 m,III, dż. S. Mazur,60,M. Jodłowski,2 / 6,2 800 zł
 07.06.2015,Warszawa,1800 m,III, dż. V. Janaček,60,M. Jodłowski,2 / 6,2 800 zł
 16.05.2015,Warszawa,1800 m,III, dż. S. Mazur,60,M. Jodłowski,2 / 8,2 800 zł
 19.04.2015,Warszawa,1800 m,I, dż. S. Mazur,58,M. Jodłowski,2 / 10,4 400 zł
 23.11.2014,Warszawa,2000 m,III, dż. V. Popov,55½,M. Jodłowski,1 / 11,6 600 zł
 08.11.2014,Warszawa,2000 m,III, pr. dż. M. Abik ,58,M. Jodłowski,7 / 8,0 zł
 27.04.2014,Warszawa,1600 m,III, dż. P. Krowicki,59,M. Jodłowski,1 / 8,6 600 zł
 19.09.2021,Warszawa,1600 m,III, k. dż. D. Sabatbekov,61½,M. Jodłowski,7 / 7,0 zł
 04.09.2021,Warszawa,1300 m,III, k. dż. D. Sabatbekov,63,M. Jodłowski,5 / 10,375 zł
 18.07.2021,Sopot,2000 m,III, k. dż. D. Sabatbekov,61,M. Jodłowski,2 / 7,3 000 zł
 11.07.2021,Sopot,1600 m,III, k. dż. D. Sabatbekov,59,M. Jodłowski,1 / 7,7 500 zł
 12.06.2021,Warszawa,1600 m,III, dż. S. Mazur,62,M. Jodłowski,4 / 8,750 zł
 22.05.2021,Warszawa,2200 m,III, pr. dż. D. Sabatbekov,61,M. Jodłowski,3 / 5,1 500 zł
 01.05.2021,Warszawa,1800 m,I, dż. S. Mura,57,M. Jodłowski,8 / 9,0 zł
 21.11.2020,Warszawa,1200 m,I, u. O. Szarłat,57,M. Jodłowski,6 / 7,0 zł
 17.10.2020,Warszawa,1400 m,I, u. O. Szarłat,57,M. Jodłowski,3 / 8,2 120 zł
 26.09.2020,Warszawa,1600 m,II, u. S. Altynbekov,63,M. Jodłowski,5 / 9,450 zł
 29.08.2020,Warszawa,1300 m,B, dż. A. Turgaev,56,M. Jodłowski,5 / 5,1 000 zł
 19.07.2020,Warszawa,1600 m,L A, dż. A. Turgaev,60,M. Jodłowski,9 / 10,0 zł
 20.06.2020,Warszawa,1400 m,B, dż. A. Turgaev,60,M. Jodłowski,5 / 9,1 000 zł
 30.05.2020,Warszawa,1300 m,B, dż. A. Turgaev,60,M. Jodłowski,3 / 7,4 000 zł
 26.10.2019,Warszawa,1300 m,L A, dż. S. Vasyutov,62,M. Jodłowski,8 / 12,0 zł
 29.09.2019,Warszawa,1600 m,L A, dż. A. Turgaev,60,M. Jodłowski,11 / 11,0 zł
 18.08.2019,Warszawa,1300 m,B, dż. S. Mazur,56,M. Jodłowski,1 / 7,20 000 zł
 07.07.2019,Warszawa,1600 m,L A, dż. A. Fresu ,60,M. Jodłowski,7 / 9,0 zł
 09.06.2019,Warszawa,1400 m,B, dż. A. Turgaev,60,M. Jodłowski,4 / 13,2 000 zł
 18.05.2019,Warszawa,1300 m,B, dż. A. Turgaev,60,M. Jodłowski,4 / 12,2 000 zł
 28.04.2019,Warszawa,1800 m,I, st. u. J. Grzybowska,61,M. Jodłowski,8 / 11,0 zł
 20.10.2018,Warszawa,3200 m,, dż. P. Krowicki,57,M. Jodłowski,4 / 7,2 300 zł
 02.09.2018,Warszawa,2000 m,L A, dż. R. Sousa Ferreira,56,M. Jodłowski,6 / 9,0 zł
 29.07.2018,Warszawa,2000 m,L A, dż. S. Mulas,56,M. Jodłowski,4 / 6,3 300 zł
 01.07.2018,Warszawa,2400 m,G1 A, dż. P.-A. Graberg,59,M. Jodłowski,5 / 18,5 000 zł
 10.06.2018,Warszawa,2200 m,L A, dż. T. P. O’Shea,59,M. Jodłowski,2 / 7,13 200 zł
 20.05.2018,Warszawa,1600 m,L A, dż. D. Schiergen,59,M. Jodłowski,5 / 7,2 000 zł
 29.04.2018,Warszawa,1600 m,B, dż. J. Verner,59,M. Jodłowski,1 / 5,23 000 zł
 22.10.2017,Warszawa,1600 m,L A, dż. S. Mazur,57,M. Jodłowski,3 / 5,6 600 zł
 24.09.2017,Warszawa,1400 m,L A, dż. T. Huet,57,M. Jodłowski,2 / 6,13 200 zł
 19.08.2017,Warszawa,1300 m,B, dż. T. Lukašek,57,M. Jodłowski,1 / 5,21 000 zł
 29.07.2017,Warszawa,1000 m,II, dż. V. Janaček,56,M. Jodłowski,1 / 7,9 000 zł
 25.06.2017,Warszawa,1200 m,II, dż. S. Mazur,56,M. Jodłowski,3 / 7,1 800 zł
 02.07.2017,Warszawa,2600 m,L A, dż. S. Mazur,58,W. Olkowski,2 / 7,21 600 zł
 11.06.2017,Warszawa,2400 m,B, dż. S. Mazur,59,W. Olkowski,2 / 6,8 400 zł
 14.05.2017,Warszawa,2000 m,B, dż. S. Mazur,58,W. Olkowski,1 / 8,21 000 zł
 17.09.2016,Warszawa,2400 m,B, dż. S. Mazur,55,A. Walicki,1 / 7,21 000 zł
 20.08.2016,Warszawa,2000 m,IV, dż. S. Mazur,54½,A. Walicki,1 / 6,6 000 zł
 31.07.2016,Warszawa,2400 m,L A, dż. S. Mazur,59,A. Walicki,3 / 11,13 800 zł
 22.05.2016,Warszawa,2000 m,III, dż. F. Lefebvre,59,A. Walicki,3 / 6,1 400 zł
 17.04.2016,Warszawa,1400 m,III, dż. P. Krowicki,58,A. Walicki,5 / 9,350 zł
 15.11.2015,Warszawa,1400 m,II, dż. P. Krowicki,56,A. Walicki,3 / 7,1 800 zł
 25.10.2015,Warszawa,1200 m,II, dż. P. Krowicki,56,A. Walicki,8 / 11,0 zł
 15.10.2017,Wrocław,2400 m,L A, pr. dż. J. Wyrzyk,57,A. Wyrzyk,7 / 8,0 zł
 26.08.2017,Warszawa,2200 m,L A, pr. dż. J. Wyrzyk,56,A. Wyrzyk,4 / 7,3 000 zł
 30.07.2017,Warszawa,2400 m,L A, pr. dż. J. Wyrzyk,59,A. Wyrzyk,2 / 11,27 600 zł
 02.07.2017,Warszawa,2000 m,I, pr. dż. J. Wyrzyk,56,A. Wyrzyk,4 / 11,1 060 zł
 10.06.2017,Warszawa,2200 m,B, pr. dż. J. Wyrzyk,57,A. Wyrzyk,2 / 8,9 200 zł
 20.05.2017,Warszawa,2000 m,III, pr. dż. J. Wyrzyk,60,A. Wyrzyk,1 / 11,7 000 zł
 23.04.2017,Warszawa,1800 m,III, dż. M. Abik ,57,A. Wyrzyk,3 / 8,1 400 zł
 20.11.2016,Warszawa,1300 m,II, dż. M. Abik ,56,A. Wyrzyk,2 / 9,3 600 zł
 08.10.2016,Warszawa,1400 m,II, dż. M. Abik ,56,A. Wyrzyk,3 / 9,1 800 zł
 25.06.2016,Warszawa,1000 m,, k. dż. M. Abik ,55,A. Wyrzyk,6 / 7,0 zł
 12.08.2020,Wrocław,3800 m,płoty, dż. A. Reznikov,67,T. Pastuszka,0 / 9,0 zł
 01.07.2020,Wrocław,3600 m,płoty, dż. A. Reznikov,67,T. Pastuszka,0 / 10,0 zł
 30.05.2020,Warszawa,1300 m,B, dż. A. Reznikov,60,T. Pastuszka,6 / 7,0 zł
 26.10.2019,Warszawa,1300 m,L A, pr. dż. S. Abaev,62,E. Zahariev,12 / 12,0 zł
 18.08.2019,Warszawa,1300 m,B, dż. A. Reznikov,60,E. Zahariev,4 / 7,2 000 zł
 28.07.2019,Warszawa,1400 m,L A, pr. dż. S. Abaev,60,E. Zahariev,9 / 9,0 zł
 07.07.2019,Warszawa,1600 m,L A, dż. T. Lukašek,60,E. Zahariev,9 / 9,0 zł
 18.05.2019,Warszawa,1300 m,B, dż. T. Lukašek,63,E. Zahariev,1 / 12,20 000 zł
 28.04.2019,Warszawa,1800 m,I, st. u. K. Mazur ,62,E. Zahariev,11 / 11,0 zł
 28.10.2018,Warszawa,1300 m,L A, dż. P. Convertino,62,E. Zahariev,3 / 7,6 000 zł
 30.09.2018,Warszawa,1600 m,L A, dż. T. Lukašek,60,E. Zahariev,6 / 8,0 zł
 28.07.2018,Warszawa,1400 m,L A, dż. T. Lukašek,60,E. Zahariev,1 / 6,30 000 zł
 01.07.2018,Warszawa,1600 m,L A, dż. T. Lukašek,60,E. Zahariev,1 / 10,30 000 zł
 09.06.2018,Warszawa,1400 m,B, pr. dż. D. Pantchev,60,E. Zahariev,3 / 9,4 000 zł
 12.05.2018,Warszawa,1300 m,B, pr. dż. D. Pantchev,56,E. Zahariev,1 / 8,20 000 zł
 22.04.2018,Warszawa,1800 m,I, pr. dż. D. Pantchev,63½,E. Zahariev,5 / 7,530 zł
 21.10.2017,Warszawa,1400 m,I, dż. E. Zahariev,60,E. Zahariev,1 / 10,10 600 zł
 24.09.2017,Warszawa,1600 m,L A, dż. E. Zahariev,60,E. Zahariev,5 / 11,1 500 zł
 02.09.2017,Warszawa,1600 m,B, dż. A. Reznikov,56,E. Zahariev,5 / 8,1 050 zł
 13.08.2017,Warszawa,1300 m,II, dż. A. Reznikov,60,E. Zahariev,1 / 7,9 000 zł
 29.07.2017,Warszawa,1600 m,III, dż. A. Reznikov,62,E. Zahariev,1 / 9,7 000 zł
 09.07.2017,Warszawa,2000 m,I, dż. A. Reznikov,57,E. Zahariev,3 / 9,2 120 zł
 10.06.2017,Warszawa,1400 m,B, dż. E. Zahariev,58,E. Zahariev,2 / 9,8 400 zł
 20.05.2017,Warszawa,1400 m,II, dż. E. Zahariev,63,E. Zahariev,2 / 11,3 600 zł
 29.04.2017,Warszawa,1600 m,II, dż. E. Zahariev,62,E. Zahariev,2 / 8,3 600 zł
 27.11.2016,Warszawa,1600 m,I, dż. A. Kabardov,56,E. Zahariev,1 / 13,10 600 zł
 06.11.2016,Warszawa,1800 m,II, dż. E. Zahariev,60,E. Zahariev,2 / 5,3 600 zł
